name,country,tournament_year,position
Abolfazl Jalali,Iran,2022,defender
Eiji Kawashima,Japan,2022,goal keeper
Miki Yamane,Japan,2022,defender
Shogo Taniguchi,Japan,2022,defender
Ko Itakura,Japan,2022,defender
Yuto Nagatomo,Japan,2022,defender
Wataru Endo,Japan,2022,midfielder
Gaku Shibasaki,Japan,2022,midfielder
Ritsu Dōan,Japan,2022,midfielder
Kaoru Mitoma,Japan,2022,midfielder
Takumi Minamino,Japan,2022,midfielder
Takefusa Kubo,Japan,2022,midfielder
Shūichi Gonda,Japan,2022,goal keeper
Hidemasa Morita,Japan,2022,midfielder
Junya Ito,Japan,2022,midfielder
Daichi Kamada,Japan,2022,midfielder
Takehiro Tomiyasu,Japan,2022,defender
Ao Tanaka,Japan,2022,midfielder
Takuma Asano,Japan,2022,forward
Hiroki Sakai,Japan,2022,defender
Shuto Machino,Japan,2022,forward
Ayase Ueda,Japan,2022,forward
Maya Yoshida,Japan,2022,defender
Daniel Schmidt,Japan,2022,goal keeper
Yuki Soma,Japan,2022,midfielder
Daizen Maeda,Japan,2022,forward
Hiroki Ito,Japan,2022,defender
Alfredo Talavera,Mexico,2022,goal keeper
Néstor Araujo,Mexico,2022,defender
César Montes,Mexico,2022,defender
Edson Álvarez,Mexico,2022,defender
Johan Vásquez,Mexico,2022,defender
Gerardo Arteaga,Mexico,2022,defender
Luis Romo,Mexico,2022,midfielder
Carlos Rodríguez,Mexico,2022,midfielder
Raúl Jiménez,Mexico,2022,forward
Alexis Vega,Mexico,2022,forward
Rogelio Funes Mori,Mexico,2022,forward
Rodolfo Cota,Mexico,2022,goal keeper
Guillermo Ochoa,Mexico,2022,goal keeper
Érick Gutiérrez,Mexico,2022,midfielder
Héctor Moreno,Mexico,2022,defender
