name,country,tournament_year,position
not applicable Germano,Portugal,1966,defender
Fernando Peres,Portugal,1966,midfielder
Ernesto Figueiredo,Portugal,1966,forward
João Lourenço,Portugal,1966,forward
not applicable Hilário,Portugal,1966,midfielder
Mário Coluna,Portugal,1966,midfielder
António Simões,Portugal,1966,midfielder
José Augusto,Portugal,1966,midfielder
not applicable Eusébio,Portugal,1966,forward
Fernando Cruz,Portugal,1966,midfielder
Manuel Duarte,Portugal,1966,forward
Jaime Graça,Portugal,1966,midfielder
João Morais,Portugal,1966,defender
José Torres,Portugal,1966,forward
Custódio Pinto,Portugal,1966,midfielder
Alexandre Baptista,Portugal,1966,defender
José Carlos,Portugal,1966,defender
Alberto Festa,Portugal,1966,defender
Lev Yashin,Russia,1966,goal keeper
Viktor Serebryanikov,Russia,1966,forward
Leonid Ostrovskiy,Russia,1966,defender
Vladimir Ponomaryov,Russia,1966,defender
Valentin Afonin,Russia,1966,midfielder
Albert Shesternyov,Russia,1966,defender
Murtaz Khurtsilava,Russia,1966,midfielder
Yozhef Sabo,Russia,1966,midfielder
Viktor Getmanov,Russia,1966,defender
Vasiliy Danilov,Russia,1966,defender
Igor Chislenko,Russia,1966,midfielder
Valery Voronin,Russia,1966,midfielder
Alexey Korneyev,Russia,1966,defender
Georgi Sichinava,Russia,1966,midfielder
Galimzyan Khusainov,Russia,1966,forward
Slava Metreveli,Russia,1966,forward
Valeriy Porkujan,Russia,1966,forward
Anatoliy Banishevskiy,Russia,1966,forward
Eduard Malofeyev,Russia,1966,forward
Eduard Markarov,Russia,1966,forward
Anzor Kavazashvili,Russia,1966,goal keeper
Viktor Bannikov,Russia,1966,goal keeper
José Ángel Iribar,Spain,1966,goal keeper
Manuel Sanchís,Spain,1966,defender
not applicable Eladio,Spain,1966,defender
Luis del Sol,Spain,1966,midfielder
Ignacio Zoco,Spain,1966,midfielder
Jesús Glaría,Spain,1966,midfielder
José Ufarte,Spain,1966,midfielder
not applicable Amancio,Spain,1966,forward
not applicable Marcelino,Spain,1966,forward
Luis Suárez,Spain,1966,forward
Francisco Gento,Spain,1966,forward
Antonio Betancort,Spain,1966,goal keeper
Miguel Reina,Spain,1966,goal keeper
Feliciano Rivilla,Spain,1966,defender
Severino Reija,Spain,1966,defender
Ferran Olivella,Spain,1966,defender
not applicable Gallego,Spain,1966,defender
not applicable Pirri,Spain,1966,midfielder
Josep Maria Fusté,Spain,1966,midfielder
Joaquín Peiró,Spain,1966,midfielder
not applicable Adelardo,Spain,1966,midfielder
Carlos Lapetra,Spain,1966,forward
Karl Elsener,Switzerland,1966,goal keeper
Willy Allemann,Switzerland,1966,defender
Kurt Armbruster,Switzerland,1966,defender
Heinz Bäni,Switzerland,1966,midfielder
René Brodmann,Switzerland,1966,defender
Richard Dürr,Switzerland,1966,midfielder
Hansruedi Führer,Switzerland,1966,midfielder
Vittore Gottardi,Switzerland,1966,midfielder
André Grobéty,Switzerland,1966,midfielder
Robert Hosp,Switzerland,1966,forward
Köbi Kuhn,Switzerland,1966,forward
Léo Eichmann,Switzerland,1966,goal keeper
Fritz Künzli,Switzerland,1966,forward
Werner Leimgruber,Switzerland,1966,defender
Karl Odermatt,Switzerland,1966,midfielder
René-Pierre Quentin,Switzerland,1966,forward
Jean-Claude Schindelholz,Switzerland,1966,forward
Heinz Schneiter,Switzerland,1966,defender
Xavier Stierli,Switzerland,1966,midfielder
Ely Tacchella,Switzerland,1966,defender
Georges Vuilleumier,Switzerland,1966,midfielder
Mario Prosperi,Switzerland,1966,goal keeper
Ladislao Mazurkiewicz,Uruguay,1966,goal keeper
Horacio Troche,Uruguay,1966,defender
Jorge Manicera,Uruguay,1966,defender
Pablo Forlán,Uruguay,1966,midfielder
Néstor Gonçalves,Uruguay,1966,defender
Omar Caetano,Uruguay,1966,midfielder
Julio César Cortés,Uruguay,1966,midfielder
José Urruzmendi,Uruguay,1966,forward
José Sasía,Uruguay,1966,forward
Pedro Rocha,Uruguay,1966,forward
Domingo Pérez,Uruguay,1966,forward
Roberto Sosa,Uruguay,1966,goal keeper
Nelson Díaz,Uruguay,1966,defender
Emilio Álvarez,Uruguay,1966,defender
Luis Ubiña,Uruguay,1966,defender
Eliseo Álvarez,Uruguay,1966,defender
Héctor Salvá,Uruguay,1966,midfielder
Milton Viera,Uruguay,1966,forward
Héctor Silva,Uruguay,1966,midfielder
Luis Ramos,Uruguay,1966,defender
Víctor Espárrago,Uruguay,1966,midfielder
Walter Taibo,Uruguay,1966,goal keeper
Hans Tilkowski,Germany,1966,goal keeper
Horst-Dieter Höttges,Germany,1966,defender
Karl-Heinz Schnellinger,Germany,1966,defender
Franz Beckenbauer,Germany,1966,midfielder
Willi Schulz,Germany,1966,defender
Wolfgang Weber,Germany,1966,defender
Albert Brülls,Germany,1966,midfielder
Helmut Haller,Germany,1966,forward
Uwe Seeler,Germany,1966,forward
Sigfried Held,Germany,1966,forward
Lothar Emmerich,Germany,1966,forward
Wolfgang Overath,Germany,1966,midfielder
Heinz Hornig,Germany,1966,forward
Friedel Lutz,Germany,1966,defender
Bernd Patzke,Germany,1966,defender
Max Lorenz,Germany,1966,midfielder
Wolfgang Paul,Germany,1966,defender
Klaus-Dieter Sieloff,Germany,1966,defender
Werner Krämer,Germany,1966,forward
Jürgen Grabowski,Germany,1966,forward
Günter Bernard,Germany,1966,goal keeper
Sepp Maier,Germany,1966,goal keeper
Christian Piot,Belgium,1970,goal keeper
Georges Heylens,Belgium,1970,defender
Jean Thissen,Belgium,1970,defender
Nicolas Dewalque,Belgium,1970,defender
Léon Jeck,Belgium,1970,defender
Jean Dockx,Belgium,1970,midfielder
Léon Semmeling,Belgium,1970,midfielder
Wilfried Van Moer,Belgium,1970,midfielder
Johan Devrindt,Belgium,1970,forward
Paul Van Himst,Belgium,1970,forward
Wilfried Puis,Belgium,1970,forward
Jean-Marie Trappeniers,Belgium,1970,goal keeper
Jacques Beurlet,Belgium,1970,defender
Maurice Martens,Belgium,1970,midfielder
Erwin Vandendaele,Belgium,1970,midfielder
Odilon Polleunis,Belgium,1970,midfielder
Jan Verheyen,Belgium,1970,midfielder
Raoul Lambert,Belgium,1970,forward
Pierre Carteus,Belgium,1970,forward
Alfons Peeters,Belgium,1970,midfielder
Frans Janssens,Belgium,1970,forward
Jacques Duquesne,Belgium,1970,goal keeper
not applicable Félix,Brazil,1970,goal keeper
not applicable Brito,Brazil,1970,defender
not applicable Piazza,Brazil,1970,midfielder
Carlos Alberto,Brazil,1970,defender
not applicable Clodoaldo,Brazil,1970,midfielder
Marco Antônio,Brazil,1970,defender
not applicable Jairzinho,Brazil,1970,forward
not applicable Gérson,Brazil,1970,midfielder
not applicable Tostão,Brazil,1970,forward
not applicable Pelé,Brazil,1970,forward
not applicable Rivellino,Brazil,1970,midfielder
not applicable Ado,Brazil,1970,goal keeper
not applicable Roberto,Brazil,1970,forward
not applicable Baldocchi,Brazil,1970,defender
not applicable Fontana,Brazil,1970,defender
not applicable Everaldo,Brazil,1970,defender
not applicable Joel,Brazil,1970,defender
not applicable Caju,Brazil,1970,midfielder
not applicable Edu,Brazil,1970,forward
not applicable Dario,Brazil,1970,forward
not applicable Zé Maria,Brazil,1970,defender
not applicable Leão,Brazil,1970,goal keeper
Simeon Simeonov,Bulgaria,1970,goal keeper
Aleksandar Shalamanov,Bulgaria,1970,defender
Ivan Dimitrov,Bulgaria,1970,defender
Stefan Aladzhov,Bulgaria,1970,defender
Ivan Davidov,Bulgaria,1970,midfielder
Dimitar Penev,Bulgaria,1970,defender
Georgi Popov,Bulgaria,1970,forward
Hristo Bonev,Bulgaria,1970,forward
Petar Zhekov,Bulgaria,1970,forward
Dimitar Yakimov,Bulgaria,1970,forward
Dinko Dermendzhiev,Bulgaria,1970,midfielder
Milko Gaydarski,Bulgaria,1970,defender
Stoyan Yordanov,Bulgaria,1970,goal keeper
Dobromir Zhechev,Bulgaria,1970,defender
Boris Gaganelov,Bulgaria,1970,defender
Asparuh Nikodimov,Bulgaria,1970,midfielder
Todor Kolev,Bulgaria,1970,defender
Dimitar Marashliev,Bulgaria,1970,forward
Georgi Asparuhov,Bulgaria,1970,midfielder
Vasil Mitkov,Bulgaria,1970,midfielder
Bozhidar Grigorov,Bulgaria,1970,forward
Georgi Kamenski,Bulgaria,1970,goal keeper
Ivo Viktor,Czechia,1970,goal keeper
Karol Dobiaš,Czechia,1970,defender
Václav Migas,Czechia,1970,defender
Vladimír Hagara,Czechia,1970,defender
Alexander Horváth,Czechia,1970,defender
Andrej Kvašňák,Czechia,1970,forward
Bohumil Veselý,Czechia,1970,midfielder
Ladislav Petráš,Czechia,1970,forward
Ladislav Kuna,Czechia,1970,midfielder
Jozef Adamec,Czechia,1970,forward
Karol Jokl,Czechia,1970,forward
Ján Pivarník,Czechia,1970,defender
Anton Flešár,Czechia,1970,goal keeper
Vladimír Hrivnák,Czechia,1970,defender
Ján Zlocha,Czechia,1970,defender
Ivan Hrdlička,Czechia,1970,midfielder
Jaroslav Pollák,Czechia,1970,midfielder
František Veselý,Czechia,1970,midfielder
Josef Jurkanin,Czechia,1970,midfielder
Milan Albrecht,Czechia,1970,forward
Ján Čapkovič,Czechia,1970,forward
Alexander Vencel,Czechia,1970,goal keeper
Raúl Magaña,El Salvador,1970,goal keeper
Roberto Rivas,El Salvador,1970,defender
Salvador Mariona,El Salvador,1970,defender
Santiago Cortés,El Salvador,1970,defender
Saturnino Osorio,El Salvador,1970,defender
José Quintanilla,El Salvador,1970,midfielder
Mauricio Rodríguez,El Salvador,1970,midfielder
Jorge Vásquez,El Salvador,1970,midfielder
Juan Ramón Martínez,El Salvador,1970,midfielder
Salvador Cabezas,El Salvador,1970,forward
Ernesto Aparicio,El Salvador,1970,forward
Mario Monge,El Salvador,1970,forward
Tomás Pineda,El Salvador,1970,goal keeper
Mauricio Manzano,El Salvador,1970,defender
David Cabrera,El Salvador,1970,forward
Genaro Sarmeno,El Salvador,1970,midfielder
Jaime Portillo,El Salvador,1970,forward
Guillermo Castro,El Salvador,1970,defender
Sergio Méndez,El Salvador,1970,midfielder
Gualberto Fernández,El Salvador,1970,goal keeper
Elmer Acevedo,El Salvador,1970,forward
Alberto Villalta,El Salvador,1970,midfielder
Gordon Banks,England,1970,goal keeper
Keith Newton,England,1970,defender
Terry Cooper,England,1970,defender
Alan Mullery,England,1970,midfielder
Brian Labone,England,1970,defender
Bobby Moore,England,1970,defender
Francis Lee,England,1970,forward
Alan Ball,England,1970,midfielder
Bobby Charlton,England,1970,midfielder
Geoff Hurst,England,1970,forward
Martin Peters,England,1970,midfielder
Peter Bonetti,England,1970,goal keeper
Alex Stepney,England,1970,goal keeper
Tommy Wright,England,1970,defender
Nobby Stiles,England,1970,defender
Emlyn Hughes,England,1970,midfielder
Jack Charlton,England,1970,defender
Norman Hunter,England,1970,defender
Colin Bell,England,1970,midfielder
Peter Osgood,England,1970,forward
Allan Clarke,England,1970,forward
Jeff Astle,England,1970,forward
Yitzchak Vissoker,Israel,1970,goal keeper
Shraga Bar,Israel,1970,defender
Menachem Bello,Israel,1970,defender
David Primo,Israel,1970,midfielder
Zvi Rosen,Israel,1970,defender
Shmuel Rosenthal,Israel,1970,defender
Itzhak Shum,Israel,1970,midfielder
Giora Spiegel,Israel,1970,forward
Yehoshua Feigenbaum,Israel,1970,forward
Mordechai Spiegler,Israel,1970,forward
George Borba,Israel,1970,midfielder
Yisha'ayahu Schwager,Israel,1970,midfielder
Yechezekel Chazom,Israel,1970,forward
Danny Shmulevich-Rom,Israel,1970,midfielder
Rachamim Talbi,Israel,1970,forward
Yochanan Vollach,Israel,1970,defender
Eli Ben Rimoz,Israel,1970,forward
Moshe Romano,Israel,1970,midfielder
Roni Shuruk,Israel,1970,midfielder
David Karako,Israel,1970,defender
Yechiel Hameiri,Israel,1970,goal keeper
Yair Nossovsky,Israel,1970,goal keeper
Enrico Albertosi,Italy,1970,goal keeper
Tarcisio Burgnich,Italy,1970,defender
Giacinto Facchetti,Italy,1970,defender
Fabrizio Poletti,Italy,1970,defender
Pierluigi Cera,Italy,1970,defender
Ugo Ferrante,Italy,1970,midfielder
Comunardo Niccolai,Italy,1970,midfielder
Roberto Rosato,Italy,1970,defender
Giorgio Puia,Italy,1970,defender
Mario Bertini,Italy,1970,midfielder
Gigi Riva,Italy,1970,forward
Dino Zoff,Italy,1970,goal keeper
Angelo Domenghini,Italy,1970,forward
Gianni Rivera,Italy,1970,midfielder
Sandro Mazzola,Italy,1970,midfielder
Giancarlo De Sisti,Italy,1970,midfielder
Lido Vieri,Italy,1970,goal keeper
Antonio Juliano,Italy,1970,defender
Sergio Gori,Italy,1970,forward
Roberto Boninsegna,Italy,1970,forward
Giuseppe Furino,Italy,1970,defender
Pierino Prati,Italy,1970,forward
Ignacio Calderón,Mexico,1970,goal keeper
Juan Manuel Alejandrez,Mexico,1970,defender
Gustavo Peña,Mexico,1970,defender
Francisco Montes,Mexico,1970,defender
Mario Pérez,Mexico,1970,defender
Guillermo Hernández,Mexico,1970,defender
Marcos Rivas,Mexico,1970,midfielder
Antonio Munguía,Mexico,1970,midfielder
Enrique Borja,Mexico,1970,forward
Horacio López Salgado,Mexico,1970,forward
Aarón Padilla,Mexico,1970,forward
Antonio Mota,Mexico,1970,goal keeper
José Vantolrá,Mexico,1970,defender
Javier Guzmán,Mexico,1970,defender
Héctor Pulido,Mexico,1970,midfielder
Isidoro Díaz,Mexico,1970,forward
José Luis González,Mexico,1970,midfielder
Mario Velarde,Mexico,1970,midfielder
Javier Valdivia,Mexico,1970,forward
Juan Ignacio Basaguren,Mexico,1970,midfielder
Javier Fragoso,Mexico,1970,forward
Francisco Castrejón,Mexico,1970,goal keeper
Allal Ben Kassou,Morocco,1970,goal keeper
Abdallah Lamrani,Morocco,1970,defender
Boujemaa Benkhrif,Morocco,1970,defender
Moulay Khanousi,Morocco,1970,defender
Kacem Slimani,Morocco,1970,defender
Mohammed Mahroufi,Morocco,1970,midfielder
Said Ghandi,Morocco,1970,midfielder
Driss Bamous,Morocco,1970,midfielder
Ahmed Faras,Morocco,1970,forward
Mohammed El Filali,Morocco,1970,forward
Maouhoub Ghazouani,Morocco,1970,midfielder
Mohammed Hazzaz,Morocco,1970,goal keeper
Jalili Fadili,Morocco,1970,defender
Houmane Jarir,Morocco,1970,forward
Hadi Dahane,Morocco,1970,midfielder
Moustapha Choukri,Morocco,1970,midfielder
Ahmed Alaoui,Morocco,1970,forward
Abdelkader El Khiati,Morocco,1970,defender
Abdelkader Ouaraghli,Morocco,1970,goal keeper
Luis Rubiños,Peru,1970,goal keeper
Eloy Campos,Peru,1970,defender
Orlando de la Torre,Peru,1970,defender
Héctor Chumpitaz,Peru,1970,defender
Nicolás Fuentes,Peru,1970,defender
Ramón Mifflin,Peru,1970,midfielder
Roberto Challe,Peru,1970,midfielder
Julio Baylón,Peru,1970,midfielder
Pedro Pablo León,Peru,1970,forward
Teófilo Cubillas,Peru,1970,forward
Alberto Gallardo,Peru,1970,midfielder
Rubén Correa,Peru,1970,goal keeper
Pedro González,Peru,1970,midfielder
José Fernández,Peru,1970,defender
Javier González,Peru,1970,midfielder
Félix Salinas,Peru,1970,defender
Luis Cruzado,Peru,1970,midfielder
José del Castillo,Peru,1970,forward
Eladio Reyes,Peru,1970,forward
Hugo Sotil,Peru,1970,forward
Jesus Goyzueta,Peru,1970,goal keeper
Oswaldo Ramírez,Peru,1970,forward
Necula Răducanu,Romania,1970,goal keeper
Lajos Sătmăreanu,Romania,1970,defender
Nicolae Lupescu,Romania,1970,defender
Mihai Mocanu,Romania,1970,defender
Cornel Dinu,Romania,1970,midfielder
Dan Coe,Romania,1970,midfielder
Emerich Dembrovschi,Romania,1970,midfielder
Nicolae Dobrin,Romania,1970,forward
Florea Dumitrache,Romania,1970,forward
Radu Nunweiller,Romania,1970,midfielder
Mircea Lucescu,Romania,1970,forward
Mihai Ivăncescu,Romania,1970,defender
Augustin Deleanu,Romania,1970,defender
Vasile Gergely,Romania,1970,defender
Ion Dumitru,Romania,1970,defender
Alexandru Neagu,Romania,1970,midfielder
Gheorghe Tătaru,Romania,1970,midfielder
Marin Tufan,Romania,1970,forward
Flavius Domide,Romania,1970,forward
Nicolae Pescaru,Romania,1970,defender
Stere Adamache,Romania,1970,goal keeper
Gheorghe Gornea,Romania,1970,goal keeper
Leonid Shmuts,Russia,1970,goal keeper
Anzor Kavazashvili,Russia,1970,goal keeper
Valentin Afonin,Russia,1970,defender
Revaz Dzodzuashvili,Russia,1970,defender
Vladimir Kaplichny,Russia,1970,defender
Evgeny Lovchev,Russia,1970,defender
Gennady Logofet,Russia,1970,defender
Murtaz Khurtsilava,Russia,1970,defender
Albert Shesternyov,Russia,1970,defender
Valery Zykov,Russia,1970,midfielder
Kakhi Asatiani,Russia,1970,midfielder
Nikolay Kiselyov,Russia,1970,midfielder
Lev Yashin,Russia,1970,goal keeper
Vladimir Muntyan,Russia,1970,midfielder
Viktor Serebryanikov,Russia,1970,midfielder
Anatoliy Byshovets,Russia,1970,forward
Gennady Yevriuzhikin,Russia,1970,forward
Slava Metreveli,Russia,1970,forward
Givi Nodia,Russia,1970,forward
Anatoliy Puzach,Russia,1970,forward
Vitaly Khmelnitsky,Russia,1970,forward
Valeriy Porkujan,Russia,1970,forward
Ronnie Hellström,Sweden,1970,goal keeper
Hans Selander,Sweden,1970,defender
Kurt Axelsson,Sweden,1970,defender
Björn Nordqvist,Sweden,1970,defender
Roland Grip,Sweden,1970,defender
Tommy Svensson,Sweden,1970,midfielder
Bo Larsson,Sweden,1970,midfielder
Leif Eriksson,Sweden,1970,midfielder
Ove Kindvall,Sweden,1970,midfielder
Ove Grahn,Sweden,1970,midfielder
Örjan Persson,Sweden,1970,midfielder
Sven-Gunnar Larsson,Sweden,1970,goal keeper
Claes Cronqvist,Sweden,1970,midfielder
Krister Kristensson,Sweden,1970,defender
Leif Målberg,Sweden,1970,defender
Tomas Nordahl,Sweden,1970,forward
Ronney Pettersson,Sweden,1970,goal keeper
Tom Turesson,Sweden,1970,forward
Göran Nicklasson,Sweden,1970,midfielder
Jan Olsson,Sweden,1970,defender
Inge Ejderstedt,Sweden,1970,forward
Sten Pålsson,Sweden,1970,midfielder
Ladislao Mazurkiewicz,Uruguay,1970,goal keeper
Atilio Ancheta,Uruguay,1970,defender
Roberto Matosas,Uruguay,1970,defender
Luis Ubiña,Uruguay,1970,defender
Julio Montero Castillo,Uruguay,1970,midfielder
Juan Mujica,Uruguay,1970,defender
Luis Cubilla,Uruguay,1970,forward
Pedro Rocha,Uruguay,1970,midfielder
Víctor Espárrago,Uruguay,1970,midfielder
Ildo Maneiro,Uruguay,1970,midfielder
Julio Morales,Uruguay,1970,forward
Héctor Santos,Uruguay,1970,goal keeper
Rodolfo Sandoval,Uruguay,1970,defender
Francisco Cámera,Uruguay,1970,defender
Dagoberto Fontes,Uruguay,1970,midfielder
Omar Caetano,Uruguay,1970,defender
Rúben Bareño,Uruguay,1970,forward
Alberto Gómez,Uruguay,1970,forward
Oscar Zubia,Uruguay,1970,forward
Julio César Cortés,Uruguay,1970,midfielder
Julio Losada,Uruguay,1970,forward
Walter Corbo,Uruguay,1970,goal keeper
Sepp Maier,Germany,1970,goal keeper
Horst-Dieter Höttges,Germany,1970,defender
Karl-Heinz Schnellinger,Germany,1970,defender
Franz Beckenbauer,Germany,1970,midfielder
Willi Schulz,Germany,1970,defender
Wolfgang Weber,Germany,1970,midfielder
Berti Vogts,Germany,1970,defender
Helmut Haller,Germany,1970,forward
Uwe Seeler,Germany,1970,forward
Sigfried Held,Germany,1970,forward
Klaus Fichtel,Germany,1970,defender
Wolfgang Overath,Germany,1970,midfielder
Gerd Müller,Germany,1970,forward
Reinhard Libuda,Germany,1970,forward
Bernd Patzke,Germany,1970,defender
Max Lorenz,Germany,1970,midfielder
Hannes Löhr,Germany,1970,forward
Klaus-Dieter Sieloff,Germany,1970,defender
Peter Dietrich,Germany,1970,midfielder
Jürgen Grabowski,Germany,1970,forward
Manfred Manglitz,Germany,1970,goal keeper
Horst Wolter,Germany,1970,goal keeper
Daniel Carnevali,Argentina,1974,goal keeper
Rubén Ayala,Argentina,1974,forward
Carlos Babington,Argentina,1974,midfielder
Agustín Balbuena,Argentina,1974,forward
Ángel Bargas,Argentina,1974,defender
Miguel Ángel Brindisi,Argentina,1974,midfielder
Jorge Carrascosa,Argentina,1974,defender
Enrique Chazarreta,Argentina,1974,midfielder
Rubén Glaria,Argentina,1974,defender
Ramón Heredia,Argentina,1974,defender
René Houseman,Argentina,1974,midfielder
Ubaldo Fillol,Argentina,1974,goal keeper
Mario Kempes,Argentina,1974,forward
Roberto Perfumo,Argentina,1974,defender
Aldo Poy,Argentina,1974,forward
Francisco Sá,Argentina,1974,defender
Carlos Squeo,Argentina,1974,midfielder
Roberto Telch,Argentina,1974,midfielder
Néstor Togneri,Argentina,1974,midfielder
Enrique Wolff,Argentina,1974,defender
Miguel Ángel Santoro,Argentina,1974,goal keeper
Héctor Yazalde,Argentina,1974,forward
Jack Reilly,Australia,1974,goal keeper
Doug Utjesenovic,Australia,1974,defender
Peter Wilson,Australia,1974,defender
Manfred Schaefer,Australia,1974,defender
Colin Curran,Australia,1974,defender
Ray Richards,Australia,1974,midfielder
Jimmy Rooney,Australia,1974,midfielder
Jimmy Mackay,Australia,1974,midfielder
Johnny Warren,Australia,1974,midfielder
Garry Manuel,Australia,1974,forward
Attila Abonyi,Australia,1974,forward
Adrian Alston,Australia,1974,forward
Peter Ollerton,Australia,1974,midfielder
Max Tolson,Australia,1974,midfielder
Harry Williams,Australia,1974,defender
Ivo Rudic,Australia,1974,defender
Dave Harding,Australia,1974,defender
Johnny Watkiss,Australia,1974,midfielder
Ernie Campbell,Australia,1974,midfielder
Branko Buljevic,Australia,1974,forward
Jim Milisavljevic,Australia,1974,goal keeper
Allan Maher,Australia,1974,goal keeper
not applicable Leão,Brazil,1974,goal keeper
Luís Pereira,Brazil,1974,defender
Marinho Peres,Brazil,1974,defender
not applicable Zé Maria,Brazil,1974,defender
not applicable Piazza,Brazil,1974,midfielder
Marinho Chagas,Brazil,1974,defender
not applicable Jairzinho,Brazil,1974,forward
not applicable Leivinha,Brazil,1974,midfielder
not applicable César,Brazil,1974,forward
not applicable Rivellino,Brazil,1974,midfielder
not applicable Caju,Brazil,1974,midfielder
not applicable Renato,Brazil,1974,goal keeper
not applicable Valdomiro,Brazil,1974,forward
not applicable Nelinho,Brazil,1974,defender
not applicable Alfredo,Brazil,1974,defender
Marco Antônio,Brazil,1974,defender
not applicable Carpegiani,Brazil,1974,midfielder
Ademir da Guia,Brazil,1974,midfielder
not applicable Mirandinha,Brazil,1974,forward
not applicable Edu,Brazil,1974,forward
not applicable Dirceu,Brazil,1974,forward
Waldir Peres,Brazil,1974,goal keeper
Rumyancho Goranov,Bulgaria,1974,goal keeper
Ivan Zafirov,Bulgaria,1974,defender
Dobromir Zhechev,Bulgaria,1974,defender
Stefko Velichkov,Bulgaria,1974,midfielder
Bozhil Kolev,Bulgaria,1974,defender
Dimitar Penev,Bulgaria,1974,defender
Voyn Voynov,Bulgaria,1974,forward
Hristo Bonev,Bulgaria,1974,forward
Atanas Mihailov,Bulgaria,1974,forward
Ivan Stoyanov,Bulgaria,1974,midfielder
Georgi Denev,Bulgaria,1974,midfielder
Stefan Aladzhov,Bulgaria,1974,defender
Mladen Vasilev,Bulgaria,1974,defender
Kiril Milanov,Bulgaria,1974,forward
Pavel Panov,Bulgaria,1974,forward
Bozhidar Grigorov,Bulgaria,1974,forward
Asparuh Nikodimov,Bulgaria,1974,midfielder
Tsonyo Vasilev,Bulgaria,1974,midfielder
Kiril Ivkov,Bulgaria,1974,midfielder
Krasimir Borisov,Bulgaria,1974,forward
Stefan Staykov,Bulgaria,1974,goal keeper
Simeon Simeonov,Bulgaria,1974,goal keeper
Leopoldo Vallejos,Chile,1974,goal keeper
Rolando García,Chile,1974,defender
Alberto Quintano,Chile,1974,defender
Antonio Arias,Chile,1974,defender
Elías Figueroa,Chile,1974,defender
Juan Rodríguez,Chile,1974,defender
Carlos Caszely,Chile,1974,forward
Francisco Valdés,Chile,1974,midfielder
Sergio Ahumada,Chile,1974,forward
Carlos Reinoso,Chile,1974,midfielder
Leonardo Véliz,Chile,1974,forward
Juan Machuca,Chile,1974,defender
Rafael González,Chile,1974,defender
Alfonso Lara,Chile,1974,midfielder
Mario Galindo,Chile,1974,defender
Guillermo Páez,Chile,1974,midfielder
Guillermo Yávar,Chile,1974,forward
Jorge Socías,Chile,1974,midfielder
Rogelio Farías,Chile,1974,midfielder
Osvaldo Castro,Chile,1974,forward
Juan Olivares,Chile,1974,goal keeper
Adolfo Nef,Chile,1974,goal keeper
Jürgen Croy,East Germany,1974,goal keeper
Lothar Kurbjuweit,East Germany,1974,defender
Bernd Bransch,East Germany,1974,defender
Konrad Weise,East Germany,1974,defender
Joachim Fritsche,East Germany,1974,defender
Rüdiger Schnuphase,East Germany,1974,midfielder
Jürgen Pommerenke,East Germany,1974,midfielder
Wolfram Löwe,East Germany,1974,forward
Peter Ducke,East Germany,1974,forward
Hans-Jürgen Kreische,East Germany,1974,forward
Joachim Streich,East Germany,1974,forward
Siegmar Wätzlich,East Germany,1974,defender
Reinhard Lauck,East Germany,1974,midfielder
Jürgen Sparwasser,East Germany,1974,midfielder
Eberhard Vogel,East Germany,1974,forward
Harald Irmscher,East Germany,1974,midfielder
Erich Hamann,East Germany,1974,midfielder
Gerd Kische,East Germany,1974,defender
Wolfgang Seguin,East Germany,1974,midfielder
Martin Hoffmann,East Germany,1974,forward
Wolfgang Blochwitz,East Germany,1974,goal keeper
Werner Friese,East Germany,1974,goal keeper
Henri Françillon,Haiti,1974,goal keeper
Wilfried Louis,Haiti,1974,defender
Arsène Auguste,Haiti,1974,defender
Fritz André,Haiti,1974,defender
Serge Ducosté,Haiti,1974,defender
Pierre Bayonne,Haiti,1974,defender
Philippe Vorbe,Haiti,1974,midfielder
Jean-Claude Désir,Haiti,1974,midfielder
Eddy Antoine,Haiti,1974,midfielder
Guy François,Haiti,1974,midfielder
Guy Saint-Vil,Haiti,1974,forward
Ernst Jean-Joseph,Haiti,1974,midfielder
Serge Racine,Haiti,1974,defender
Wilner Nazaire,Haiti,1974,defender
Roger Saint-Vil,Haiti,1974,forward
Fritz Leandré,Haiti,1974,forward
Joseph-Marion Leandré,Haiti,1974,midfielder
Claude Barthélemy,Haiti,1974,forward
Jean-Herbert Austin,Haiti,1974,defender
Emmanuel Sanon,Haiti,1974,forward
Wilner Piquant,Haiti,1974,goal keeper
Gérard Joseph,Haiti,1974,goal keeper
Dino Zoff,Italy,1974,goal keeper
Luciano Spinosi,Italy,1974,defender
Giacinto Facchetti,Italy,1974,defender
Romeo Benetti,Italy,1974,midfielder
Francesco Morini,Italy,1974,defender
Tarcisio Burgnich,Italy,1974,defender
Sandro Mazzola,Italy,1974,midfielder
Fabio Capello,Italy,1974,midfielder
Giorgio Chinaglia,Italy,1974,forward
Gianni Rivera,Italy,1974,midfielder
Gigi Riva,Italy,1974,forward
Enrico Albertosi,Italy,1974,goal keeper
Giuseppe Sabadini,Italy,1974,defender
Mauro Bellugi,Italy,1974,defender
Giuseppe Wilson,Italy,1974,defender
Antonio Juliano,Italy,1974,midfielder
Luciano Re Cecconi,Italy,1974,midfielder
Franco Causio,Italy,1974,midfielder
Pietro Anastasi,Italy,1974,forward
Roberto Boninsegna,Italy,1974,forward
Paolo Pulici,Italy,1974,forward
Luciano Castellini,Italy,1974,goal keeper
Ruud Geels,Netherlands,1974,midfielder
Arie Haan,Netherlands,1974,midfielder
Willem van Hanegem,Netherlands,1974,midfielder
Kees van Ierssel,Netherlands,1974,defender
Rinus Israël,Netherlands,1974,defender
